Event ID,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt
15369,6,Explosives,17,Other Explosive Type,,
15370,6,Explosives,16,Unknown Explosive Type,,
15371,6,Explosives,16,Unknown Explosive Type,,
15372,6,Explosives,29,Sticky Bomb,,
15373,6,Explosives,16,Unknown Explosive Type,,
15374,6,Explosives,13,Suicide (carried bodily by human being),,
15375,6,Explosives,7,Grenade,5,Firearms
15376,6,Explosives,8,Landmine,,
15377,13,Unknown,,,,
15378,13,Unknown,,,,
15379,6,Explosives,12,Remote Trigger,,
15380,6,Explosives,16,Unknown Explosive Type,,
15381,6,Explosives,16,Unknown Explosive Type,,
15382,5,Firearms,5,Unknown Gun Type,,
15383,13,Unknown,,,,
15384,13,Unknown,,,,
15385,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15386,5,Firearms,5,Unknown Gun Type,,
15387,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15388,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15389,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15390,8,Incendiary,20,Gasoline or Alcohol,,
15391,6,Explosives,29,Sticky Bomb,,
15392,5,Firearms,5,Unknown Gun Type,,
15393,9,Melee,23,Knife or Other Sharp Object,,
15394,6,Explosives,15,Vehicle,,
15395,5,Firearms,5,Unknown Gun Type,8,Incendiary
15396,13,Unknown,,,,
15397,13,Unknown,,,,
15398,9,Melee,21,Blunt Object,9,Melee
15399,6,Explosives,13,Suicide (carried bodily by human being),,
15400,6,Explosives,16,Unknown Explosive Type,,
15401,6,Explosives,16,Unknown Explosive Type,,
15402,5,Firearms,5,Unknown Gun Type,,
15403,13,Unknown,,,,
15404,13,Unknown,,,,
15405,6,Explosives,13,Suicide (carried bodily by human being),,
15406,6,Explosives,16,Unknown Explosive Type,,
15407,13,Unknown,,,,
15408,6,Explosives,16,Unknown Explosive Type,,
15409,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15410,5,Firearms,5,Unknown Gun Type,,
15411,8,Incendiary,18,Arson/Fire,,
15412,8,Incendiary,18,Arson/Fire,,
15413,6,Explosives,16,Unknown Explosive Type,,
15414,6,Explosives,10,Pressure Trigger,,
15415,6,Explosives,15,Vehicle,5,Firearms
15416,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
15417,9,Melee,23,Knife or Other Sharp Object,,
15418,6,Explosives,15,Vehicle,,
15419,6,Explosives,17,Other Explosive Type,,
15420,6,Explosives,29,Sticky Bomb,,
15421,6,Explosives,16,Unknown Explosive Type,,
15422,13,Unknown,,,,
15423,5,Firearms,5,Unknown Gun Type,,
15424,6,Explosives,16,Unknown Explosive Type,,
15425,6,Explosives,8,Landmine,,
15426,6,Explosives,16,Unknown Explosive Type,,
15427,6,Explosives,16,Unknown Explosive Type,,
15428,6,Explosives,16,Unknown Explosive Type,,
15429,13,Unknown,,,,
15430,6,Explosives,17,Other Explosive Type,,
15431,6,Explosives,17,Other Explosive Type,,
15432,6,Explosives,17,Other Explosive Type,,
15433,6,Explosives,17,Other Explosive Type,,
15434,5,Firearms,5,Unknown Gun Type,,
15435,5,Firearms,5,Unknown Gun Type,,
15436,5,Firearms,5,Unknown Gun Type,,
15437,5,Firearms,5,Unknown Gun Type,,
15438,5,Firearms,5,Unknown Gun Type,,
15439,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15440,6,Explosives,7,Grenade,,
15441,5,Firearms,5,Unknown Gun Type,8,Incendiary
15442,8,Incendiary,18,Arson/Fire,,
15443,5,Firearms,5,Unknown Gun Type,,
15444,13,Unknown,,,,
15445,6,Explosives,16,Unknown Explosive Type,,
15446,13,Unknown,,,,
15447,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",6,Explosives
15448,13,Unknown,,,,
15449,6,Explosives,16,Unknown Explosive Type,,
15450,13,Unknown,,,,
15451,6,Explosives,17,Other Explosive Type,,
15452,13,Unknown,,,,
15453,13,Unknown,,,,
15454,13,Unknown,,,,
15455,13,Unknown,,,,
15456,13,Unknown,,,,
15457,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
15458,5,Firearms,5,Unknown Gun Type,,
15459,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15460,2,Chemical,30,Explosive,,
15461,2,Chemical,30,Explosive,,
15462,6,Explosives,8,Landmine,,
15463,5,Firearms,5,Unknown Gun Type,,
15464,6,Explosives,16,Unknown Explosive Type,,
15465,6,Explosives,16,Unknown Explosive Type,,
15466,5,Firearms,5,Unknown Gun Type,,
15467,6,Explosives,17,Other Explosive Type,,
15468,6,Explosives,8,Landmine,,
15469,5,Firearms,5,Unknown Gun Type,,
15470,9,Melee,23,Knife or Other Sharp Object,,
15471,5,Firearms,3,Handgun,,
15472,13,Unknown,,,,
15473,6,Explosives,16,Unknown Explosive Type,,
15474,6,Explosives,16,Unknown Explosive Type,,
15475,2,Chemical,30,Explosive,,
15476,2,Chemical,30,Explosive,,
15477,2,Chemical,30,Explosive,,
15478,5,Firearms,3,Handgun,,
15479,5,Firearms,5,Unknown Gun Type,,
15480,6,Explosives,7,Grenade,,
15481,5,Firearms,5,Unknown Gun Type,,
15482,6,Explosives,17,Other Explosive Type,,
15483,6,Explosives,8,Landmine,,
15484,6,Explosives,16,Unknown Explosive Type,,
15485,6,Explosives,16,Unknown Explosive Type,,
15486,5,Firearms,5,Unknown Gun Type,,
15487,5,Firearms,5,Unknown Gun Type,,
15488,6,Explosives,16,Unknown Explosive Type,,
15489,6,Explosives,16,Unknown Explosive Type,,
15490,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown
15491,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown
15492,13,Unknown,,,,
15493,9,Melee,23,Knife or Other Sharp Object,,
15494,6,Explosives,7,Grenade,,
15495,5,Firearms,5,Unknown Gun Type,,
15496,5,Firearms,5,Unknown Gun Type,,
15497,5,Firearms,5,Unknown Gun Type,,
15498,6,Explosives,7,Grenade,,
15499,6,Explosives,13,Suicide (carried bodily by human being),,
15500,6,Explosives,17,Other Explosive Type,,
15501,6,Explosives,7,Grenade,,
15502,6,Explosives,16,Unknown Explosive Type,,
15503,6,Explosives,16,Unknown Explosive Type,,
15504,5,Firearms,5,Unknown Gun Type,,
15505,6,Explosives,16,Unknown Explosive Type,,
15506,13,Unknown,,,,
15507,8,Incendiary,20,Gasoline or Alcohol,,
15508,13,Unknown,,,,
15509,5,Firearms,5,Unknown Gun Type,,
15510,5,Firearms,5,Unknown Gun Type,,
15511,6,Explosives,17,Other Explosive Type,,
15512,5,Firearms,5,Unknown Gun Type,,
15513,6,Explosives,16,Unknown Explosive Type,,
15514,6,Explosives,16,Unknown Explosive Type,,
15515,6,Explosives,16,Unknown Explosive Type,,
15516,6,Explosives,16,Unknown Explosive Type,,
15517,13,Unknown,,,,
15518,6,Explosives,15,Vehicle,6,Explosives
15519,6,Explosives,17,Other Explosive Type,,
15520,13,Unknown,,,,
15521,6,Explosives,29,Sticky Bomb,,
15522,6,Explosives,7,Grenade,,
15523,6,Explosives,16,Unknown Explosive Type,,
15524,6,Explosives,8,Landmine,5,Firearms
15525,6,Explosives,16,Unknown Explosive Type,,
15526,5,Firearms,5,Unknown Gun Type,,
15527,6,Explosives,8,Landmine,,
15528,5,Firearms,5,Unknown Gun Type,,
15529,5,Firearms,5,Unknown Gun Type,,
15530,5,Firearms,5,Unknown Gun Type,,
15531,6,Explosives,15,Vehicle,,
15532,6,Explosives,16,Unknown Explosive Type,,
15533,5,Firearms,5,Unknown Gun Type,,
15534,6,Explosives,16,Unknown Explosive Type,,
15535,6,Explosives,8,Landmine,,
15536,13,Unknown,,,,
15537,13,Unknown,,,,
15538,5,Firearms,3,Handgun,,
15539,6,Explosives,16,Unknown Explosive Type,,
15540,5,Firearms,5,Unknown Gun Type,,
15541,13,Unknown,,,,
15542,6,Explosives,16,Unknown Explosive Type,,
15543,5,Firearms,5,Unknown Gun Type,,
15544,6,Explosives,15,Vehicle,5,Firearms
15545,5,Firearms,5,Unknown Gun Type,,
15546,13,Unknown,,,,
15547,5,Firearms,5,Unknown Gun Type,,
15548,6,Explosives,8,Landmine,5,Firearms
15549,5,Firearms,5,Unknown Gun Type,,
15550,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15551,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15552,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15553,6,Explosives,16,Unknown Explosive Type,,
15554,6,Explosives,8,Landmine,,
15555,6,Explosives,8,Landmine,,
15556,6,Explosives,16,Unknown Explosive Type,,
15557,13,Unknown,,,,
15558,6,Explosives,13,Suicide (carried bodily by human being),,
15559,6,Explosives,16,Unknown Explosive Type,,
15560,6,Explosives,7,Grenade,,
15561,6,Explosives,13,Suicide (carried bodily by human being),13,Unknown
15562,6,Explosives,13,Suicide (carried bodily by human being),13,Unknown
15563,6,Explosives,13,Suicide (carried bodily by human being),13,Unknown
15564,6,Explosives,13,Suicide (carried bodily by human being),13,Unknown
15565,6,Explosives,16,Unknown Explosive Type,,
15566,13,Unknown,,,,
15567,6,Explosives,16,Unknown Explosive Type,,
15568,13,Unknown,,,,
15569,5,Firearms,5,Unknown Gun Type,,
15570,6,Explosives,16,Unknown Explosive Type,,
15571,5,Firearms,5,Unknown Gun Type,,
15572,8,Incendiary,18,Arson/Fire,,
15573,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15574,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15575,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15576,6,Explosives,16,Unknown Explosive Type,,
15577,5,Firearms,5,Unknown Gun Type,,
15578,5,Firearms,3,Handgun,,
15579,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15580,5,Firearms,5,Unknown Gun Type,9,Melee
15581,5,Firearms,5,Unknown Gun Type,,
15582,5,Firearms,5,Unknown Gun Type,,
15583,5,Firearms,5,Unknown Gun Type,,
15584,6,Explosives,29,Sticky Bomb,,
15585,13,Unknown,,,,
15586,13,Unknown,,,,
15587,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15588,6,Explosives,17,Other Explosive Type,,
15589,6,Explosives,17,Other Explosive Type,,
15590,6,Explosives,16,Unknown Explosive Type,,
15591,13,Unknown,,,,
15592,13,Unknown,,,,
15593,13,Unknown,,,,
15594,5,Firearms,5,Unknown Gun Type,,
15595,6,Explosives,7,Grenade,,
15596,5,Firearms,5,Unknown Gun Type,,
15597,5,Firearms,5,Unknown Gun Type,,
15598,6,Explosives,16,Unknown Explosive Type,,
15599,6,Explosives,16,Unknown Explosive Type,,
15600,6,Explosives,16,Unknown Explosive Type,,
15601,6,Explosives,7,Grenade,,
15602,5,Firearms,3,Handgun,,
15603,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15604,6,Explosives,29,Sticky Bomb,,
15605,6,Explosives,16,Unknown Explosive Type,,
15606,6,Explosives,12,Remote Trigger,,
15607,6,Explosives,14,Time Fuse,,
15608,13,Unknown,,,,
15609,13,Unknown,,,,
15610,6,Explosives,12,Remote Trigger,,
15611,5,Firearms,5,Unknown Gun Type,,
15612,8,Incendiary,18,Arson/Fire,,
15613,6,Explosives,17,Other Explosive Type,,
15614,6,Explosives,16,Unknown Explosive Type,,
15615,6,Explosives,16,Unknown Explosive Type,,
15616,6,Explosives,16,Unknown Explosive Type,,
15617,6,Explosives,17,Other Explosive Type,,
15618,6,Explosives,7,Grenade,,
15619,5,Firearms,5,Unknown Gun Type,9,Melee
15620,6,Explosives,17,Other Explosive Type,,
15621,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15622,6,Explosives,16,Unknown Explosive Type,,
15623,13,Unknown,,,,
15624,8,Incendiary,18,Arson/Fire,,
15625,8,Incendiary,18,Arson/Fire,,
15626,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15627,13,Unknown,,,,
15628,6,Explosives,17,Other Explosive Type,,
15629,6,Explosives,17,Other Explosive Type,,
15630,6,Explosives,17,Other Explosive Type,,
15631,5,Firearms,5,Unknown Gun Type,,
15632,8,Incendiary,18,Arson/Fire,,
15633,6,Explosives,16,Unknown Explosive Type,,
15634,6,Explosives,16,Unknown Explosive Type,,
15635,6,Explosives,16,Unknown Explosive Type,,
15636,6,Explosives,8,Landmine,5,Firearms
15637,5,Firearms,5,Unknown Gun Type,,
15638,5,Firearms,5,Unknown Gun Type,,
15639,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
15640,8,Incendiary,18,Arson/Fire,,
15641,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15642,6,Explosives,15,Vehicle,13,Unknown
15643,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
15644,6,Explosives,16,Unknown Explosive Type,,
15645,5,Firearms,5,Unknown Gun Type,,
15646,6,Explosives,16,Unknown Explosive Type,,
15647,6,Explosives,16,Unknown Explosive Type,,
15648,6,Explosives,16,Unknown Explosive Type,,
15649,6,Explosives,29,Sticky Bomb,,
15650,5,Firearms,5,Unknown Gun Type,,
15651,6,Explosives,7,Grenade,,
15652,6,Explosives,13,Suicide (carried bodily by human being),,
15653,6,Explosives,16,Unknown Explosive Type,,
15654,2,Chemical,1,Poisoning,,
15655,13,Unknown,,,,
15656,6,Explosives,29,Sticky Bomb,,
15657,6,Explosives,17,Other Explosive Type,,
15658,6,Explosives,8,Landmine,,
15659,6,Explosives,13,Suicide (carried bodily by human being),,
15660,6,Explosives,13,Suicide (carried bodily by human being),,
15661,6,Explosives,13,Suicide (carried bodily by human being),,
15662,8,Incendiary,18,Arson/Fire,,
15663,5,Firearms,5,Unknown Gun Type,,
15664,8,Incendiary,18,Arson/Fire,,
15665,5,Firearms,5,Unknown Gun Type,,
15666,6,Explosives,16,Unknown Explosive Type,,
15667,8,Incendiary,18,Arson/Fire,,
15668,13,Unknown,,,,
15669,9,Melee,23,Knife or Other Sharp Object,,
15670,5,Firearms,5,Unknown Gun Type,,
15671,6,Explosives,16,Unknown Explosive Type,,
15672,6,Explosives,16,Unknown Explosive Type,,
15673,6,Explosives,16,Unknown Explosive Type,,
15674,8,Incendiary,18,Arson/Fire,,
15675,8,Incendiary,18,Arson/Fire,,
15676,6,Explosives,16,Unknown Explosive Type,,
15677,6,Explosives,12,Remote Trigger,,
15678,5,Firearms,5,Unknown Gun Type,,
15679,13,Unknown,,,,
15680,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
15681,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15682,5,Firearms,3,Handgun,,
15683,6,Explosives,12,Remote Trigger,,
15684,9,Melee,23,Knife or Other Sharp Object,,
15685,5,Firearms,5,Unknown Gun Type,,
15686,5,Firearms,5,Unknown Gun Type,,
15687,13,Unknown,,,,
15688,6,Explosives,15,Vehicle,,
15689,6,Explosives,16,Unknown Explosive Type,,
15690,6,Explosives,16,Unknown Explosive Type,,
15691,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15692,5,Firearms,5,Unknown Gun Type,,
15693,6,Explosives,16,Unknown Explosive Type,,
15694,5,Firearms,5,Unknown Gun Type,,
15695,8,Incendiary,18,Arson/Fire,,
15696,5,Firearms,5,Unknown Gun Type,,
15697,13,Unknown,,,,
15698,9,Melee,23,Knife or Other Sharp Object,,
15699,6,Explosives,16,Unknown Explosive Type,,
15700,6,Explosives,16,Unknown Explosive Type,,
15701,5,Firearms,5,Unknown Gun Type,,
15702,6,Explosives,12,Remote Trigger,13,Unknown
15703,5,Firearms,5,Unknown Gun Type,,
15704,9,Melee,23,Knife or Other Sharp Object,,
15705,5,Firearms,5,Unknown Gun Type,,
15706,5,Firearms,5,Unknown Gun Type,9,Melee
15707,6,Explosives,7,Grenade,,
15708,5,Firearms,5,Unknown Gun Type,,
15709,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15710,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15711,13,Unknown,,,,
15712,6,Explosives,16,Unknown Explosive Type,,
15713,6,Explosives,16,Unknown Explosive Type,,
15714,6,Explosives,16,Unknown Explosive Type,,
15715,13,Unknown,,,,
15716,6,Explosives,17,Other Explosive Type,,
15717,6,Explosives,16,Unknown Explosive Type,,
15718,5,Firearms,5,Unknown Gun Type,,
15719,6,Explosives,16,Unknown Explosive Type,5,Firearms
15720,9,Melee,23,Knife or Other Sharp Object,,
15721,13,Unknown,,,,
15722,8,Incendiary,18,Arson/Fire,,
15723,6,Explosives,16,Unknown Explosive Type,,
15724,6,Explosives,7,Grenade,,
15725,6,Explosives,16,Unknown Explosive Type,,
15726,6,Explosives,16,Unknown Explosive Type,,
15727,6,Explosives,13,Suicide (carried bodily by human being),,
15728,5,Firearms,5,Unknown Gun Type,,
15729,13,Unknown,,,,
15730,5,Firearms,5,Unknown Gun Type,2,Chemical
15731,6,Explosives,15,Vehicle,5,Firearms
15732,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",6,Explosives
15733,5,Firearms,5,Unknown Gun Type,,
15734,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15735,6,Explosives,16,Unknown Explosive Type,,
15736,6,Explosives,7,Grenade,5,Firearms
15737,8,Incendiary,18,Arson/Fire,,
15738,6,Explosives,13,Suicide (carried bodily by human being),,
15739,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15740,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15741,13,Unknown,,,,
15742,5,Firearms,5,Unknown Gun Type,,
15743,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15744,8,Incendiary,20,Gasoline or Alcohol,,
15745,5,Firearms,5,Unknown Gun Type,,
15746,13,Unknown,,,,
15747,13,Unknown,,,,
15748,13,Unknown,,,,
15749,5,Firearms,5,Unknown Gun Type,,
15750,13,Unknown,,,,
15751,13,Unknown,,,,
15752,6,Explosives,29,Sticky Bomb,,
15753,6,Explosives,16,Unknown Explosive Type,,
15754,8,Incendiary,18,Arson/Fire,,
15755,13,Unknown,,,,
15756,5,Firearms,5,Unknown Gun Type,,
15757,5,Firearms,5,Unknown Gun Type,,
15758,9,Melee,23,Knife or Other Sharp Object,,
15759,6,Explosives,15,Vehicle,13,Unknown
15760,5,Firearms,5,Unknown Gun Type,,
15761,6,Explosives,15,Vehicle,,
15762,6,Explosives,8,Landmine,,
15763,6,Explosives,12,Remote Trigger,6,Explosives
15764,6,Explosives,8,Landmine,6,Explosives
15765,5,Firearms,5,Unknown Gun Type,,
15766,5,Firearms,5,Unknown Gun Type,,
15767,5,Firearms,5,Unknown Gun Type,8,Incendiary
15768,8,Incendiary,18,Arson/Fire,13,Unknown
15769,5,Firearms,5,Unknown Gun Type,9,Melee
15770,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15771,5,Firearms,5,Unknown Gun Type,,
15772,6,Explosives,16,Unknown Explosive Type,,
15773,13,Unknown,,,,
15774,5,Firearms,5,Unknown Gun Type,,
15775,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15776,6,Explosives,29,Sticky Bomb,,
15777,6,Explosives,16,Unknown Explosive Type,,
15778,6,Explosives,16,Unknown Explosive Type,,
15779,6,Explosives,16,Unknown Explosive Type,,
15780,6,Explosives,16,Unknown Explosive Type,,
15781,5,Firearms,3,Handgun,8,Incendiary
15782,6,Explosives,16,Unknown Explosive Type,5,Firearms
15783,13,Unknown,,,,
15784,6,Explosives,16,Unknown Explosive Type,,
15785,6,Explosives,16,Unknown Explosive Type,,
15786,6,Explosives,16,Unknown Explosive Type,,
15787,6,Explosives,8,Landmine,,
15788,13,Unknown,,,,
15789,6,Explosives,16,Unknown Explosive Type,,
15790,6,Explosives,15,Vehicle,,
15791,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15792,6,Explosives,15,Vehicle,,
15793,13,Unknown,,,,
15794,6,Explosives,7,Grenade,,
15795,5,Firearms,5,Unknown Gun Type,,
15796,6,Explosives,13,Suicide (carried bodily by human being),,
15797,5,Firearms,5,Unknown Gun Type,9,Melee
15798,6,Explosives,17,Other Explosive Type,,
15799,9,Melee,23,Knife or Other Sharp Object,,
15800,8,Incendiary,20,Gasoline or Alcohol,,
15801,5,Firearms,5,Unknown Gun Type,,
15802,6,Explosives,16,Unknown Explosive Type,,
15803,6,Explosives,15,Vehicle,,
15804,5,Firearms,5,Unknown Gun Type,,
15805,5,Firearms,5,Unknown Gun Type,,
15806,6,Explosives,7,Grenade,,
15807,5,Firearms,5,Unknown Gun Type,,
15808,5,Firearms,5,Unknown Gun Type,,
15809,5,Firearms,3,Handgun,,
15810,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
15811,6,Explosives,16,Unknown Explosive Type,,
15812,13,Unknown,,,,
15813,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15814,6,Explosives,15,Vehicle,,
15815,6,Explosives,7,Grenade,,
15816,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
15817,6,Explosives,16,Unknown Explosive Type,,
15818,5,Firearms,5,Unknown Gun Type,,
15819,5,Firearms,5,Unknown Gun Type,,
15820,6,Explosives,12,Remote Trigger,,
15821,6,Explosives,8,Landmine,,
15822,6,Explosives,15,Vehicle,,
15823,13,Unknown,,,,
15824,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15825,6,Explosives,8,Landmine,,
15826,5,Firearms,3,Handgun,,
15827,8,Incendiary,18,Arson/Fire,13,Unknown
15828,5,Firearms,5,Unknown Gun Type,,
15829,9,Melee,23,Knife or Other Sharp Object,,
15830,6,Explosives,16,Unknown Explosive Type,,
15831,5,Firearms,5,Unknown Gun Type,8,Incendiary
15832,13,Unknown,,,,
15833,13,Unknown,,,,
15834,6,Explosives,8,Landmine,,
15835,5,Firearms,5,Unknown Gun Type,,
15836,5,Firearms,5,Unknown Gun Type,,
15837,6,Explosives,14,Time Fuse,,
15838,6,Explosives,16,Unknown Explosive Type,,
15839,6,Explosives,31,Pipe Bomb,,
15840,5,Firearms,5,Unknown Gun Type,,
15841,5,Firearms,5,Unknown Gun Type,,
15842,13,Unknown,,,,
15843,8,Incendiary,18,Arson/Fire,,
15844,5,Firearms,5,Unknown Gun Type,,
15845,6,Explosives,16,Unknown Explosive Type,,
15846,6,Explosives,16,Unknown Explosive Type,,
15847,6,Explosives,16,Unknown Explosive Type,,
15848,6,Explosives,9,Letter Bomb,,
15849,5,Firearms,5,Unknown Gun Type,9,Melee
15850,5,Firearms,5,Unknown Gun Type,,
15851,5,Firearms,5,Unknown Gun Type,,
15852,5,Firearms,5,Unknown Gun Type,,
15853,5,Firearms,5,Unknown Gun Type,,
15854,9,Melee,23,Knife or Other Sharp Object,,
