Event ID,gname,motive
18597,Taliban,"The specific motive is unknown; however, sources noted that the attack occurred the night before June 10, 2017, which had been proclaimed a ""day of mourning"" in Afghanistan for victims of terrorism."
18598,Jamaat Nusrat al-Islam wal Muslimin (JNIM),
18599,Taliban,
18600,Al-Shabaab,
18601,Unknown,
18602,Unknown,
18603,Boko Haram,
18604,New People's Army (NPA),"The New People's Army (NPA) claimed responsibility for the incident and accused George Canete Rupinta of engaging in ""anti-people activities."""
18605,Unknown,
18606,Islamic State of Iraq and the Levant (ISIL),
18607,Maoists,
18608,Anti-Muslim extremists,
18609,Islamic State of Iraq and the Levant (ISIL),
18610,Kurdistan Workers' Party (PKK),
18611,Boko Haram,
18612,Unknown,
18613,New People's Army (NPA),
18614,New People's Army (NPA),"The specific motive is unknown; however, sources suspected that the attack may have been carried out in response to the government's dismissal of communist demands during peace talks."
18615,Unknown,
18616,Unknown,"The specific motive is unknown; however, sources posited that Rana Tanveer was threatened prior to the attack by graffiti naming him as an ""unbeliever who deserves to be killed."" Sources also noted that Express Tribune had previously been attacked for covering the rights of religious minorities in Pakistan."
18617,Fulani extremists,
18618,Fulani extremists,
18619,Anti-Muslim extremists,
18620,Boko Haram,
18621,Anti-Muslim extremists,
18622,Union of Peoples and Organizations of the State of Guerrero (UPOEG),
18623,Islamic State of Iraq and the Levant (ISIL),
18624,Unknown,
18625,Islamic State of Iraq and the Levant (ISIL),
18626,Islamic State of Iraq and the Levant (ISIL),
18627,Islamic State of Iraq and the Levant (ISIL),
18628,Unknown,
18629,Unknown,
18630,Unknown,
18631,Unknown,
18632,Unknown,
18633,Unknown,
18634,Unknown,
18635,Unknown,
18636,Unknown,
18637,Unknown,
18638,Unknown,
18639,Unknown,
18640,Unknown,
18641,Unknown,
18642,Unknown,
18643,Unknown,
18644,Islamic State of Iraq and the Levant (ISIL),
18645,Unknown,
18646,Sinai Province of the Islamic State,
18647,Taliban,
18648,Taliban,
18649,Al-Shabaab,
18650,Islamic State of Iraq and the Levant (ISIL),
18651,Maoists,
18652,Taliban,
18653,Maute Group,"The specific motive is unknown; however, sources noted that the attack occurred after family members of the Maute Group were arrested by authorities."
18654,Al-Shabaab,
18655,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),The Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD) claimed responsibility for the incident and stated that the ammunition depot was targeted because it was allegedly being used to torture political prisoners.
18656,Allied Democratic Forces (ADF),
18657,Allied Democratic Forces (ADF),
18658,Unknown,
18659,Unknown,
18660,Unknown,
18661,Unknown,
18662,Fulani extremists,"The specific motive is unknown; however, sources posited that the abduction may have been related to Delta State Polytechnic's recent dismissal of approximately 200 of its employees. Sources also noted that the assailants demanded a ransom in exchange for Collins Onyenewu."
18663,Boko Haram,
18664,Haqqani Network,
18665,New People's Army (NPA),
18666,Unknown,
18667,Taliban,
18668,Unknown,
18669,Boko Haram,
18670,Boko Haram,
18671,Boko Haram,
18672,Taliban,
18673,Unknown,
18674,Taliban,
18675,Haqqani Network,
18676,Taliban,
18677,Taliban,
18678,Unknown,
18679,Unknown,
18680,Neo-Nazi extremists,An unidentified Neo-Nazi extremist claimed responsibility for the incident and stated that he did not think that the targeted Iraqi refugees should be in Sweden.
18681,Unknown,
18682,Unknown,
18683,Unknown,
18684,Unknown,
18685,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the victims were attempting to leave areas controlled by the Islamic State of Iraq and the Levant (ISIL) at the time of the attack. Sources also suspected that ISIL may have intended to use the civilians as human shields."
18686,Al-Shabaab,"The specific motive is unknown; however, sources noted that Ahmed Abdiqadir Hussein was an electoral delegate who elected members of the Somali Parliament. Sources also stated that Al-Shabaab previously threatened to kill elders who participated in the parliamentary election."
18687,Al-Shabaab,"The specific motive is unknown; however, sources noted that Ahmed Garfiq was an electoral delegate who elected members of the Somali Parliament. Sources also noted that Al-Shabaab previously threatened to kill elders who participated in the parliamentary election."
18688,Unknown,
18689,Islamic State of Iraq and the Levant (ISIL),
18690,Jaish-e-Mohammad (JeM),
18691,Unknown,
18692,Al-Shabaab,
18693,Unknown,
18694,Hizbul Mujahideen (HM),
18695,Lashkar-e-Jhangvi,
18696,Al-Shabaab,
18697,Al-Shabaab,
18698,Allied Democratic Forces (ADF),"The specific motive is unknown; however, sources posited that the attack may have been carried out in order to free detainees."
18699,Boko Haram,
18700,Boko Haram,
18701,Unknown,
18702,Unknown,
18703,Haqqani Network,
18704,Kurdistan Workers' Party (PKK),
18705,Kurdistan Workers' Party (PKK),
18706,Taliban,
18707,Unknown,
18708,Unknown,
18709,Tritiya Prastuti Committee (TPC),"The specific motive is unknown; however, sources stated that one of the victims was accused of murdering six members of the Trititya Prastuti Committee of the Communist Party of India - Maoist (CPI-Maoist) on May 21, 2017."
18710,Unknown,
18711,Boko Haram,
18712,Sudan People's Liberation Movement in Opposition (SPLM-IO),
18713,Neo-Nazi extremists,An unidentified Neo-Nazi extremist claimed responsibility for the incident and stated that he did not think that the targeted Iraqi refugees should be in Sweden.
18714,Unknown,
18715,National Liberation Army of Colombia (ELN),
18716,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the Islamic State of Iraq and the Levant (ISIL) targeted the victims for not being loyal to ISIL."
18717,Islamic State of Iraq and the Levant (ISIL),
18718,Unknown,
18719,Taliban,
18720,Taliban,
18721,Hizbul Mujahideen (HM),
18722,Unknown,"The specific motive is unknown; however, sources suspected that the attack was related to an extortion demand."
18723,Unknown,
18724,Al-Shabaab,
18725,Al-Qaida in the Arabian Peninsula (AQAP),
18726,Unknown,
18727,Unknown,
18728,Unknown,
18729,New People's Army (NPA),
18730,Unknown,
18731,Unknown,
18732,Unknown,
18733,Unknown,
18734,Lord's Resistance Army (LRA),
18735,Taliban,
18736,Maute Group,"The specific motive is unknown; however, sources stated that the victims were attempting to leave the area at the time of the attack."
18737,Gorkha Janmukti Morcha (GJM),"The specific motive is unknown; however, sources noted that the attack occurred amidst a bandh called by the Gorkha Janmukti Morcha (GJM)."
18738,Kurdistan Workers' Party (PKK),
18739,Gorkha Janmukti Morcha (GJM),"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of violence related to Gorkha Janmukti Morcha (GJM)'s call for a separate state."
18740,National Liberation Army of Colombia (ELN),
18741,Unknown,
18742,Islamic State of Iraq and the Levant (ISIL),
18743,Unknown,
18744,Unknown,
18745,Al-Shabaab,
18746,Unknown,
18747,Islamic State of Iraq and the Levant (ISIL),
18748,Houthi extremists (Ansar Allah),
18749,Unknown,
18750,Unknown,
18751,Hizbul Mujahideen (HM),
18752,Islamic State of Iraq and the Levant (ISIL),
18753,Unknown,
18754,Islamic State of Iraq and the Levant (ISIL),
18755,Islamic State of Iraq and the Levant (ISIL),
18756,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the victims were attempting to leave the area at the time of the attack."
18757,Hizbul Mujahideen (HM),
18758,Hizbul Mujahideen (HM),
18759,Hizbul Mujahideen (HM),
18760,Hizbul Mujahideen (HM),
18761,Hizbul Mujahideen (HM),
18762,Hizbul Mujahideen (HM),
18763,Unknown,
18764,Houthi extremists (Ansar Allah),
18765,Donetsk People's Republic,
18766,Unknown,
18767,Taliban,
18768,Taliban,
18769,Taliban,"The specific motive is unknown; however, sources noted that the victims had been accused of having an extramarital affair."
18770,Unknown,"The specific motive is unknown; however, sources posited that the attack may have been carried out in retaliation for the Egyptian Endowments Ministry establishing oversight of mosques previously controlled by Islamist groups in the area."
18771,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the victims were attempting to leave the area at the time of the attack."
18772,Kurdistan Workers' Party (PKK),
18773,Unknown,
18774,Al-Yakin Mujahidin,
18775,Islamic State of Iraq and the Levant (ISIL),
18776,Unknown,
18777,Islamic State of Iraq and the Levant (ISIL),
18778,Unknown,
18779,Unknown,
18780,Unknown,
18781,Unknown,
18782,Unknown,
18783,Unknown,
18784,Islamic State of Iraq and the Levant (ISIL),
18785,Al-Shabaab,
18786,Islamic State of Iraq and the Levant (ISIL),
18787,Islamic State of Iraq and the Levant (ISIL),
18788,Islamic State of Iraq and the Levant (ISIL),
18789,Islamic State of Iraq and the Levant (ISIL),
18790,Islamic State of Iraq and the Levant (ISIL),
18791,Islamic State of Iraq and the Levant (ISIL),
18792,Islamic State of Iraq and the Levant (ISIL),
18793,Unknown,
18794,Unknown,
18795,Unknown,
18796,Mayi Mayi,
18797,Unknown,
18798,Anti-Republican extremists,"The specific motive is unknown; however, sources noted that James T. Hodgkinson was critical of President Donald Trump and Republicans. Sources also noted that he had written letters to a local newspaper ""blaming Republicans for what he considered an agenda favoring the wealthy."""
18799,Unknown,
18800,Taliban,
18801,Taliban,
18802,Unknown,
18803,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),"The specific motive is unknown; however, sources stated that the victim was accused of sexually assaulting a woman."
18804,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),"The specific motive is unknown; however, sources noted that the victims were protesting the killing of a civilian by National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) members at the time of the attack."
18805,Khasi Students Union,
18806,Unknown,
18807,Boko Haram,
18808,Unknown,
18809,Unknown,
18810,Taliban,
18811,Unknown,
18812,Al-Yakin Mujahidin,
18813,Islamic State of Iraq and the Levant (ISIL),
18814,Unknown,
18815,Unknown,
18816,Islamic State of Iraq and the Levant (ISIL),
18817,Unknown,
18818,Unknown,
18819,Unknown,
18820,Unknown,
18821,Islamic State of Iraq and the Levant (ISIL),
18822,Al-Shabaab,"The specific motive is unknown; however, sources noted that Sheikh Mohamed Madeer was an electoral delegate for Baydhabo who elected members of the Somali Parliament."
18823,Khorasan Chapter of the Islamic State,
18824,Al-Shabaab,
18825,Lashkar-e-Taiba (LeT),"The specific motive is unknown; however, sources noted that the attack occurred one day after Lashkar-e-Taiba (LeT) urged police officers to leave their jobs and join LeT."
